FID,OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,UCAOA_ID
65,4454,10843902,CONCENTRA URGENT CARE - RIVERGATE,615-870-0143,1719 GALLATIN ROAD, ,MADISON,TN,37115,2123,DAVIDSON,47037,"LOC ON THE SOUTHWEST SIDE OF MYATT DR, LESS THAN .1 MILES SOUTHEAST OF GALLATIN RD.", , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31414943,-86.6987327,36.2954378,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
66,4489,10422152,HALLS WALK-IN MEDICAL CENTER,865-922-1400,7000 MAYNARDVILLE PIKE, ,KNOXVILLE,TN,37918,5736,KNOX,47093,EAST SIDE OF MAYNARDSVILLE PIKE APPROX 0.02 MILES NORTH OF CUNNINGHAM ROAD, , , ,2008-02-05T00:00:00.000Z,PHONE,2008-01-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24643798,-83.9275256,36.0751627,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_3358
67,4497,10844084,CONCENTRA URGENT CARE - NASHVILLE SOUTH,615-837-4360,4300 SIDCO DRIVE, ,NASHVILLE,TN,37204,4537,DAVIDSON,47037,"LOC ON THE EAST SIDE OF SIDCO DR, LESS THAN .1 MILES SOUTH OF ELYSIAN FIELDS RD.", , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",115722596,-86.7611434,36.083947,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
68,4518,10194187,PHYSICIANS URGENT CARE,931-525-5454,225 NORTH WILLOW AVENUE, ,COOKEVILLE,TN,38501,2335,PUTNAM,47141,LOC ON THE SOUTHEAST CORNER OF THE INTERSECTION OF W 3RD ST & N WILLOW AVE., , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91127965,-85.5120583,36.1672419,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3336
69,4519,10844081,CONCENTRA URGENT CARE - MURFREESBORO,615-895-4855,1203-A MEMORIAL BOULEVARD, ,MURFREESBORO,TN,37129,2420,RUTHERFORD,47149,"LOC ON THE NORTHWEST SIDE OF MEMORIAL BLVD, APPR .1 MILES SOUTHWEST OF W MCKNIGHT DR.", , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124171650,-86.3927993,35.8588527,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
70,4541,10422149,TENNESSEE URGENT CARE ASSOCIATES - WHITE BRIDGE ROAD FACILITY,615-356-6877,339 WHITE BRIDGE PIKE, ,NASHVILLE,TN,37209,3208,DAVIDSON,47037,LOCATED AT THE SW CORNER OF LENOX AVE AND WHITE BRIDGE PIKE., , , ,2008-01-25T00:00:00.000Z,PHONE,2008-01-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31396557,-86.8582834,36.1478121,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3344
71,4542,10468045,TENNESSEE URGENT CARE ASSOCIATES - RIVERGATE FACILITY,615-865-8500,1616 GALLATIN ROAD, ,MADISON,TN,37115,2104,DAVIDSON,47037,156 YARDS NORTHEAST OF ALTA LOMA RD ON THE NORTHWEST SIDE OF N GALLATIN RD., , , ,2008-03-14T00:00:00.000Z,PHONE,2008-03-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31414999,-86.7020686,36.2944971,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
72,4543,10192084,TENNESSEE URGENT CARE ASSOCIATES - SMYRNA FACILITY,615-355-1338,1332 HAZELWOOD DRIVE, ,SMYRNA,TN,37167,3922,RUTHERFORD,47149,"LOC ON THE SOUTHWEST SIDE OF OLD NASHVILLE HWY, LESS THAN .1 MILES NORTHWEST OF HAZELWOOD DR.", , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98812745,-86.5218633,35.9602664,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3327
73,4651,11241512,URGENT CARE FAMILY MEDICINE,423-648-6677,8644 EAST BRAINERD ROAD,SUITE B2/3,CHATTANOOGA,TN,37421,8325,HAMILTON,47065,"LOC ON THE SOUTH SIDE OF E BRAINERD RD, BETWEEN MORRIS LN & HURRICAN CREEK RD.", , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",87504037,-85.1339493,34.9991556,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
74,4667,10844549,THE JACKSON CLINIC CONVENIENT CARE - SOUTH JACKSON,731-423-5585,1893 SOUTH HIGHLAND AVENUE, ,JACKSON,TN,38301,7799,MADISON,47113,"LOC ON THE WEST SIDE OF S HIGHLAND AVE, LESS THAN .1 MILES NORTH OF EDWARDS DR.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91100402,-88.8133269,35.5590247,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
75,4673,11241578,MADISON FAMILY WALK IN CLINIC,731-423-8600,1660 SOUTH HIGHLAND AVENUE,SUITE J,JACKSON,TN,38301,7797,MADISON,47113,LOC ON THE NORTHEAST CORNER OF THE T-INTERSECTION OF S HIGHLAND AVE & REBEL RD., , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98862573,-88.8132117,35.5656219,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
76,4684,11241557,SUMMIT EXPRESS CLINIC - FARRAGUT,865-671-6719,11416 GRIGSBY CHAPEL ROAD, ,FARRAGUT,TN,37934,1679,KNOX,47093,LOC ON THE SOUTHWEST CORNER OF THE INTERSECTION OF GRIGSBY CHAPEL RD & N CAMPBELL STATION RD., , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",740454798,-84.1738041,35.8926849,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
77,4727,10422143,MED ONE,423-990-1400,1220 VOLUNTEER PARKWAY, ,BRISTOL,TN,37620,4628,SULLIVAN,47163,BETWEEN .10 AND .20 MILES SOUTH OF HOLSTON DR. ON THE WEST SIDE OF US-11E, , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90967517,-82.2018035,36.567088,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3326
78,4769,10468041,PHYSICIANS CARE - DAYTON,423-570-0252,445 CHICKAMAUGA DRIVE, ,DAYTON,TN,37321,4222,RHEA,47143,LOC ON THE SOUTH CORNER OF THE INTERSECTION OF RHEA COUNTY HWY & OLD WASHINGTON HWY., , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",115706720,-85.0081004,35.4921565,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
79,4776,11513118,MUSIC VALLEY MEDICAL CENTER,615-777-9336,2416 MUSIC VALLEY DRIVE, ,NASHVILLE,TN,37214,1011,DAVIDSON,47037,"LOC ON THE NORTHWEST SIDE OF MUSIC VALLEY DR, BETWEEN .1 & .2 MILES NORTHEAST OF MCGAVOCK PIKE.", , , ,2009-02-11T00:00:00.000Z,PHONE,2009-02-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31419520,-86.6967707,36.2199022,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
80,2980,11531164,LAKEWAY URGENT CARE,865-271-0038,460 MEDICAL PARK DRIVE, ,LENOIR CITY,TN,37772, ,LOUDON,47105,LOCATED ON THE SE SIDE OF MEDICAL PARK DR .1 MI NE OF US-321, , , ,2009-04-30T00:00:00.000Z,PHONE,2009-04-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-84.2674284,35.8229426,TGS,2008Q1,ONENTITY,YES,TGS, 
81,2988,11531212,URGENT CARE AT PROVIDENCE,615-515-9111,5002 CROSSINGS CIRCLE,SUITE 100,MOUNT JULIET,TN,37122,8496,WILSON,47189,"LOCATED ON THE WEST SIDE OF CROSSINGS CIR, .1 MILES SOUTH OF ADAMS LN.", , , ,2009-05-04T00:00:00.000Z,PHONE,2009-05-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-86.5172046,36.1672262,TGS,2008Q1,ONENTITY,YES,TGS, 
82,2992,10470878,TRI-COUNTY FAMILY MEDICINE AND URGENT CARE,731-986-2213,600 RB WILSON DRIVE, ,HUNTINGDON,TN,38344,1726,CARROLL,47017,ON THE W SIDE OF RB WILSON DR BETWEEN CHICKASAW DR AND US-70, , , ,2008-03-17T00:00:00.000Z,PHONE,2008-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",704935499,-88.4140092,36.0226264,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
83,2993,10467881,PHYSICIANS CARE - CLEVELAND,423-648-7699,1494 STUART ROAD NORTHEAST, ,CLEVELAND,TN,37312,5823,BRADLEY,47011,121 YARDS WEST OF OLD TASSO RD ON THE SOUTH SIDE OF STUART RD NE, , , ,2008-03-14T00:00:00.000Z,PHONE,2008-03-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98755843,-84.8279784,35.1879376,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
84,2994,10470872,URGENT CARE MEDICAL AND DIAGNOSTIC,615-851-1230,500 LONG HOLLOW PIKE,SUITE A,GOODLETTSVILLE,TN,37072,3447,SUMNER,47165,ON THE E CORNER OF THE INTERSECTION OF LONG HOLLOW PIKE AND ELLEN DR, , , ,2008-03-17T00:00:00.000Z,PHONE,2008-03-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98862051,-86.6963845,36.3303951,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
85,3065,11513085,FIRST ASSIST URGENT CARE OF GRAY,423-467-4802,203 GRAY COMMONS CIRCLE, ,GRAY,TN,37615,5407,WASHINGTON,47179,BETWEEN .1 AND .2 MILES SOUTHWEST OF BOB FITZ RD ON THE NORTHWEST SIDE OF GRAY COMMONS CIRCLE, , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",115719114,-82.4886735,36.3989179,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
86,3066,11513070,FIRST ASSIST URGENT CARE OF KINGSPORT,423-246-7259,1101 EAST STONE DRIVE, ,KINGSPORT,TN,37660,3384,SULLIVAN,47163,ON THE SOUTHWEST SIDE OF THE INTERSECTION OF IDLE HOUR RD AND E STONE DR, , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",27630365,-82.530653,36.5517084,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
87,3083,10844543,DOCTORS CARE - SANGO CLINIC,931-245-2400,2302 MADISON STREET, ,CLARKSVILLE,TN,37043,5453,MONTGOMERY,47125,"LOC ON THE SOUTH SIDE OF MADISON ST, APPR .1 MILES EAST OF US-41A-BYP.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123883026,-87.2707978,36.5067394,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
88,3112,11513019,SATELLITE MED,931-528-7312,1120 SAMS STREET, ,COOKEVILLE,TN,38506,4006,PUTNAM,47141,LOC ON THE SOUTHEAST CORNER OF THE INTERSECTION OF BUNKER HILL RD & SAM'S ST., , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-85.5060739,36.1341727,TGS,2008Q1,ONENTITY,YES,TGS, 
89,3115,11531106,CLEVELAND CARE FIRST,423-472-2273,1995 KEITH STREET NORTHWEST, ,CLEVELAND,TN,37311,4380,BRADLEY,47011,"LOCATED ON THE NORTHWEST SIDE OF KEITH ST NW, BETWEEN 17TH ST NW AND 20TH ST NW.", , , ,2009-04-29T00:00:00.000Z,PHONE,2009-04-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124142893,-84.8782043,35.1747605,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
90,3116,11531129,CUMBERLAND OCCUPATIONAL AND URGENT CARE CENTER,931-787-1990,118 BROWN AVENUE,SUITE 102,CROSSVILLE,TN,38555,7703,CUMBERLAND,47035,LOCATED ON THE WEST CORNER OF BROWN AVE AND LANTANA RD., , , ,2009-04-29T00:00:00.000Z,PHONE,2009-04-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98669150,-85.0286571,35.943255,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
91,3117,11531208,MEDICENTER AND ASSOCIATES,865-453-1122,1981 PARKWAY, ,PIGEON FORGE,TN,37863,4904,SEVIER,47155,LOCATED ON THE EAST CORNER OF PARKWAY AND LAZY LN., , , ,2009-05-04T00:00:00.000Z,PHONE,2009-05-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91139315,-83.5760623,35.8243472,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
92,3130,11513077,FIRST ASSIST URGENT CARE OF JONESBOROUGH,423-753-0721,395 FOREST CIRCLE,FOREST CENTRE,JONESBOROUGH,TN,37659, ,WASHINGTON,47179,ON THE SOUTHEAST CORNER OF TN-34 AND FOREST CIR, , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98825444,-82.4609228,36.3006727,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
93,3139,10468050,PHYSICIANS CARE - SOUTH PITTSBURG,423-648-4460,625 EAST 12TH STREET, ,SOUTH PITTSBURG,TN,37380,1630,MARION,47115,LOC ON THE NORTHWEST CORNER OF THE INTERSECTION OF US-72 & E 12TH ST., , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98787874,-85.7054341,34.9981561,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
94,3182,11241468,COOL SPRINGS INTERNAL MEDICINE AND PEDIATRICS CLINIC PROFESSIONAL LIMITED LIABILITY COMPANY,615-376-8195,1607 WESTGATE CIRCLE, ,BRENTWOOD,TN,37027,8075,WILLIAMSON,47187,"FROM THE EASTERNMOST INTERSECTION OF MOORES LANE AND WESTGATE CIR, TRAVEL NORTH ON WESTGATE CIRCLE APPROX .2 MILES, FACILITY IS ON THE WEST SIDE", , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91039907,-86.8036426,35.9683528,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
95,3185,10422151,HARDING MEDICAL CENTER,615-834-2170,4126 NOLENSVILLE PIKE, ,NASHVILLE,TN,37211,4717,DAVIDSON,47037,LOC ON THE NORTH SIDE OF WALLACE RD LESS THAN .1 MILES NE OF THE INTERSECTION WITH NOLENSVILLE PIKE., , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31401791,-86.7247889,36.0781563,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3349
96,3190,10194191,STONE URGENT CARE AND OCCUPATIONAL MEDICINE PHYSICIANS CARE,615-315-0037,3708 NOLENSVILLE ROAD, ,NASHVILLE,TN,37211,3329,DAVIDSON,47037,"LOC ON THE NORTHEAST SIDE OF NOLENSVILLE RD, LESS THAN .1 MILES SOUTH OF WHEELER AVE.", , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31401236,-86.7366319,36.0948671,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3347
97,3195,11241528,PATMOS EMERGICLINIC,423-639-9970,1231 TUSCULUM BOULEVARD, ,GREENEVILLE,TN,37745,4137,GREENE,47059,"LOCATED ON THE N SIDE OF TUSCULUM BLVD, LESS THEN .1 MILE SW OF SHERWOOD LN.", , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123927835,-82.7997485,36.1720628,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
