FID,OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,UCAOA_ID
98,3223,10194195,THE JACKSON CLINIC CONVENIENT CARE - NORTH JACKSON,731-664-1375,2859 UNITED STATES HIGHWAY 45 BYPASS, ,JACKSON,TN,38305, ,MADISON,47113,"LOC ON THE NORTHWEST SIDE OF US-45-BYP FRONTAGE RD, APPR .1 MILES NORTH OF OIL WELL RD.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98803620,-88.8575584,35.6911912,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3356
99,3224,10194196,THE JACKSON CLINIC CONVENIENT CARE,731-422-0276,648 WEST FOREST AVENUE, ,JACKSON,TN,38301,3902,MADISON,47113,LOC ON THE SOUTHEAST CORNER OF THE INTERSECTION OF W FOREST AVE & LINDA VISTA DR., , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98802232,-88.8297371,35.6351264,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3357
100,3241,11531422,SUN MEDICAL EXPRESS WALK IN CLINIC - NOLENSVILLE,615-941-8768,10644 CONCORD ROAD, ,BRENTWOOD,TN,37027,8811,DAVIDSON,47037,LOCATED ON THE WEST CORNER OF NOLENSVILLE PIKE AND CONCORD RD, , , ,2009-05-22T00:00:00.000Z,PHONE,2009-05-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31403445,-86.6913657,35.9973802,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
101,3257,11241575,FAMILY CARE WALK IN CLINIC,731-660-6915,176 WEST UNIVERSITY PARKWAY,SUITE C,JACKSON,TN,38305,1618,MADISON,47113,"LOC ON THE SOUTH SIDE OF W UNIVERSITY PKY, APPR .1 MILES WEST OF CHEYENNE DR.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98678334,-88.8362257,35.695809,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
102,3261,10194188,DOCTORS CARE - SAINT BETHLEHEM CLINIC,931-645-1564,2320 WILMA RUDOLPH BOULEVARD, ,CLARKSVILLE,TN,37040,8960,MONTGOMERY,47125,"LOC ON THE WEST SIDE OF US-79, BETWEEN .1 AND .2 MILES SOUTHWEST OF TN-374.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124176470,-87.3047293,36.5702938,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3337
103,3284,11241475,MIDSTATE FAMILY MEDICINE AND URGENT CARE,615-893-1230,2706 OLD FORT PARKWAY, ,MURFREESBORO,TN,37128,4156,RUTHERFORD,47149,"LOC ON THE NORTH SIDE OF OLD FORT PKY, LESS THAN .1 MILES WEST OF ST ANDREWS DR.", , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124170219,-86.4459366,35.8457138,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
104,3352,10194179,FIRST ASSIST URGENT CARE OF JOHNSON CITY,423-915-5000,1019 WEST OAKLAND AVENUE, ,JOHNSON CITY,TN,37604,2357,WASHINGTON,47179,ENTRANCE IS LOCATED ON THE SOUTHEAST SIDE OF W OAKLAND AVE BETWEEN MARKETPLACE BLVD AND HANOVER RD, , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98610339,-82.40226,36.348846,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3315
105,3353,10194193,EAST TOWNE URGENT CARE,865-545-8700,4711 CENTERLINE DRIVE, ,KNOXVILLE,TN,37917,1403,KNOX,47093,LOCATED ON THE NORTHWEST SIDE OF CENTERLINE DRIVE BETWEEN WASHINGTON PIKE SOUTH MALL RD., , , ,2008-04-04T00:00:00.000Z,PHONE,2008-04-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124161203,-83.883744,36.0300237,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3351
106,3379,10422153,PARK MED URGENT CARE CENTER - KINGSTON PIKE,865-690-1801,8350 KINGSTON PIKE, ,KNOXVILLE,TN,37919,5449,KNOX,47093,"LOC ON THE SOUTHEAST SIDE OF KINGSTON PIKE, APPR .1 MILES NORTHEAST OF GALLAHER VIEW RD NW.", , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24664014,-84.0566771,35.9232941,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3360
107,3414,10192851,GRACE CLINIC,423-266-7111,9448 DAYTON PIKE, ,SODDY DAISY,TN,37379,4750,HAMILTON,47065,LOCATED ON THE SOUTHEAST SIDE OF DAYTON PIKE BETWEEN HARRISON LANE AND PORTER STREET., , , ,2006-12-18T00:00:00.000Z,PHONE,2006-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",87491536,-85.1970476,35.2378204,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_3367
108,3415,11531167,PROHEALTH COMMUNITY CARE CLINIC - COLUMBIA,931-381-7567,180 BEAR CREEK PIKE,SUITE A,COLUMBIA,TN,38401,1814,MAURY,47119,LOCATED ON THE SOUTHWEST CORNER OF BEAR CREEK PIKE AND TOM J HITCH PKY., , , ,2009-04-30T00:00:00.000Z,PHONE,2009-04-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98857692,-87.0107979,35.6344386,NAVTEQ,2008Q1,ONENTITY,NO,TGS, 
109,3421,10192058,HOLSTON MEDICAL GROUP,423-230-2420,111 WEST STONE DRIVE, ,KINGSPORT,TN,37660,6027,SULLIVAN,47163,"LOCATED ON NORTH SIDE OF WEST STONE DR, .12 MILE EAST OF BLOOMINGDALE PIKE", , , ,2006-12-18T00:00:00.000Z,PHONE,2006-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90964316,-82.5527623,36.5598691,NAVTEQ,2006Q3,ONENTITY,YES,TGS,UC_3354
110,3436,11531184,ATHENS WALK IN CLINIC,423-745-2266,2324 CONGRESS PARKWAY, ,ATHENS,TN,37303,2820,MCMINN,47107,LOCATED ON THE NORTHEAST CORNER OF CONGRESS PKY AND LARK ST., , , ,2009-05-01T00:00:00.000Z,PHONE,2009-05-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123915060,-84.6362711,35.4417715,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
111,3502,11513016,COOKEVILLE FAMILY MEDICINE AND URGENT CARE,931-520-0148,106 NORTH WALNUT AVENUE, ,COOKEVILLE,TN,38501,8700,PUTNAM,47141,LOC ON THE NORTHWEST CORNER OF THE INTERSECTION OF N WALNUT AVE & W 1ST ST., , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98786224,-85.5063092,36.1656459,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
112,3507,10844548,RAPID CARE CLINIC,931-762-7232,129 NORTH LOCUST AVENUE, ,LAWRENCEBURG,TN,38464,3757,LAWRENCE,47099,LOC ON THE SOUTHWEST SIDE OF THE INTERSECTION OF E GAINES STREET AND N LOCUST AVE, , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91107303,-87.3313438,35.2406127,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
113,3508,10196537,FIRST CARE MEDICAL CENTER,865-687-2277,108 WEST INSKIP DRIVE,SUITE B,KNOXVILLE,TN,37912,4058,KNOX,47093,LOC ON THE EAST CORNER OF THE INTERSECTION OF I-75 & W INSKIP DR., , , ,2009-02-02T00:00:00.000Z,PHONE,2009-02-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124160586,-83.9669231,36.0074423,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3317
114,3561,10844083,CONCENTRA URGENT CARE - NASHVILLE CENTRAL,615-321-5698,342 21ST AVENUE NORTH, ,NASHVILLE,TN,37203,1848,DAVIDSON,47037,LOC ON THE SOUTHEAST CORNER OF THE INTERSECTION OF CHARLOTTE AVE & 21ST AVE N., , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31395552,-86.8051033,36.1564364,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
115,3573,11241558,SUMMIT EXPRESS CLINIC - FOUNTAIN CITY,865-687-7704,103 MIDLAKE DRIVE, ,KNOXVILLE,TN,37918,3039,KNOX,47093,LOC ON THE NORTH SIDE OF MIDLAKE DR LESS THAN .1 MILE SW FROM INTERSECTION WITH FOUNTAIN RD., , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24644804,-83.9340314,36.0352914,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
116,3793,10422147,PHYSICIANS CARE - HAMILTON PLACE,423-899-3008,2021 HAMILTON PLACE BOULEVARD, ,CHATTANOOGA,TN,37421,6046,HAMILTON,47065,LOC ON THE WEST SIDE OF HAMILTON PLACE BLVD. APPROX .2 MILES NORTHEAST OF THE INTERSECTION WITH FRANKS RD, , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",87500520,-85.1635536,35.0343657,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3333
117,3887,10422142,PARK MED URGENT CARE CENTER - ALCOA,865-982-3409,117 GILL STREET, ,ALCOA,TN,37701,2672,BLOUNT,47009,LOC ON THE SOUTH CORNER OF THE T-INTERSECTION OF GILL ST & S HALL RD., , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98702382,-83.9700436,35.7629554,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3323
118,3889,10468042,PHYSICIANS CARE - EAST RIDGE,423-894-3589,403 MCBRIEN ROAD, ,EAST RIDGE,TN,37412,3223,HAMILTON,47065,LOC ON THE SOUTHEAST CORNER OF THE INTERSECTION OF S TERRACE RD & MCBRIEN RD., , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",87506964,-85.2269659,35.004142,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
119,3890,10844547,PHYSICIANS QUALITY CARE,731-984-8400,2075 PLEASANT PLAINS EXTENDED, ,JACKSON,TN,38305, ,MADISON,47113,"LOCATED ON THE SW SIDE OF PLEASANT PLAINS EXTENDED, APPR .1 MILES SOUTH OF COUNTRY CLUB LN.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98683075,-88.8610271,35.6698366,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
120,3902,10194178,AMERICARE URGENT CARE,931-507-2273,1012 SOUTH CHANCERY STREET, ,MCMINNVILLE,TN,37110,3704,WARREN,47177,ON THE WEST SIDE OF S CHANCERY ST BETWEEN VIOLA RD AND SMITH ST, , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98870169,-85.7874548,35.6639336,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3312
121,3913,10422141,DICKSON MEDICAL ASSOCIATES,615-446-5121,113 EAST COLLEGE STREET,HORIZON MEDICAL CENTER,DICKSON,TN,37055,1827,DICKSON,47043,LOCATED ON THE NW SIDE OF UNITED STATES HIGHWAY 70 BRANCH EAST 0.40 MILES SW OF HENSLEE DR., , , ,2008-01-25T00:00:00.000Z,PHONE,2008-01-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",704959354,-87.3757053,36.0733143,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3322
122,3914,10468044,PHYSICIANS CARE - LENOIR CITY,865-988-0096,785 UNITED STATES HIGHWAY 321,SUITE 24,LENOIR CITY,TN,37771, ,LOUDON,47105,ON THE EAST SIDE OF US HWY 321 BETWEEN PEARL DR AND SIMPSON DR, , , ,2008-03-14T00:00:00.000Z,PHONE,2008-03-14T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91130187,-84.2638784,35.8152747,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
123,3929,11513071,PINEY FLATS URGENT CARE MEDICINE,423-538-5202,6070 UNITED STATES HIGHWAY 11 EAST, ,PINEY FLATS,TN,37686, ,SULLIVAN,47163,BETWEEN .20 AND .30 MILES SOUTHWEST OF ALLISON RD ON THE NORTHWEST SIDE OF US-11E, , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98839533,-82.3198081,36.4240391,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
124,3958,11241426,NORTHSIDE URGENT CARE INCORPORATED,931-684-1990,1701 NORTH MAIN STREET, ,SHELBYVILLE,TN,37160,2303,BEDFORD,47003,LOC ON THE WEST SIDE OF US-231 LESS THAN .1 MILES NORTH OF THE INTERSECTION WITH ROLLING RD., , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98870238,-86.4575218,35.5074906,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
125,3966,10844082,CONCENTRA URGENT CARE - ELM HILL,615-883-6995,2531 ELM HILL PIKE, ,NASHVILLE,TN,37214,3154,DAVIDSON,47037,LOC ON THE SOUTHWEST CORNER OF THE INTERSECTION OF ELM HILL PIKE & ROYAL PKY., , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",31413425,-86.6774655,36.1513005,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
126,3970,11513086,THERESA BUCKS URGENT CARE AND WALK IN CLINIC,931-507-9355,1100 NEW SMITHVILLE HIGHWAY,SUITE 123,MCMINNVILLE,TN,37110, ,WARREN,47177,EAST SIDE OF NEW SMITHVILLE HWY APPROX .1 MILES SOUTH OF US-70S, , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91150656,-85.7786252,35.6989564,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
127,3987,11513075,PRO CARE URGENT CARE CENTER,423-378-9006,1501 EAST STONE DRIVE, ,KINGSPORT,TN,37660,4132,SULLIVAN,47163,ON THE NORTHEAST SIDE OF E STONE DR BETWEEN BOWATER DR AND GRILLS ST, , , ,2009-02-10T00:00:00.000Z,PHONE,2009-02-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90993919,-82.522679,36.5488823,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
128,3988,11513139,FAMILY MEDICAL CARE CENTER,865-687-3622,7331 TAZEWELL PIKE, ,CORRYTON,TN,37721,3516,KNOX,47093,"LOC ON THE WEST SIDE OF TAZEWELL PIKE, APPR .2 MILES NORTH OF FAIRVIEW RD.", , , ,2009-02-11T00:00:00.000Z,PHONE,2009-02-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24659353,-83.855328,36.1174337,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
129,3989,11513141,WESTBROOK MEDICAL CENTER PROFESSIONAL LIMITED LIABILITY COMPANY,865-769-2600,7328 MIDDLEBROOK PIKE, ,KNOXVILLE,TN,37909,3139,KNOX,47093,"LOC ON THE SOUTH SIDE OF MIDDLEBROOK PIKE, LESS THAN .1 MILES WEST OF VANOSDALE RD.", , , ,2009-02-11T00:00:00.000Z,PHONE,2009-02-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124162173,-84.0386858,35.9406071,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
130,4000,11513145,BARFIELD CLINIC PROFESSIONAL LIMITED LIABILITY COMPANY,615-895-3600,2910 SOUTH CHURCH STREET, ,MURFREESBORO,TN,37127,7147,RUTHERFORD,47149,LOC ON THE WEST SIDE OF THE T-INTERSECTION OF RUNNYMEADE DR & S CHURCH ST., , , ,2009-02-11T00:00:00.000Z,PHONE,2009-02-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124171293,-86.4019953,35.7908294,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
